order_id,date,product_name,category,flavor,channel,region,units_sold,price_per_unit,cost_per_unit,discount_pct,revenue,total_cost,profit
PF-105980,2025-12-26,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Amazon,West,3,41.99,17.8,0.05,119.67,53.4,66.27
PF-105981,2024-04-01,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Amazon,West,2,42.99,18.5,0.0,85.98,37.0,48.98
PF-105982,2024-01-05,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Website,Northeast,5,24.99,9.5,0.15,106.21,47.5,58.71
PF-105983,2024-12-25,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,Midwest,4,41.99,17.8,0.0,167.96,71.2,96.76
PF-105984,2024-12-22,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Retail,South,2,43.99,19.1,0.05,83.58,38.2,45.38
PF-105985,2024-02-07,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Retail,Midwest,1,42.99,18.5,0.05,40.84,18.5,22.34
PF-105986,2024-12-06,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Amazon,Northeast,4,41.99,17.8,0.0,167.96,71.2,96.76
PF-105987,2025-02-09,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Retail,Northeast,2,42.99,18.5,0.03,83.4,37.0,46.4
PF-105988,2025-03-27,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Amazon,South,7,41.99,17.8,0.05,279.23,124.6,154.63
PF-105989,2025-07-28,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Amazon,Midwest,4,41.99,17.8,0.1,151.16,71.2,79.96
PF-105990,2025-08-28,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,Northeast,2,41.99,17.8,0.0,83.98,35.6,48.38
PF-105991,2025-10-27,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Retail,Northeast,3,41.99,17.8,0.0,125.97,53.4,72.57
PF-105992,2025-04-11,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Website,Northeast,3,38.99,15.9,0.15,99.42,47.7,51.72
PF-105993,2024-08-15,PulseFuel Mango Pump,Pump Formula,Mango,Website,West,1,39.99,16.25,0.05,37.99,16.25,21.74
PF-105994,2024-07-25,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Retail,South,5,24.99,9.5,0.0,124.95,47.5,77.45
PF-105995,2024-04-23,PulseFuel Variety Sample Pack,Sample Pack,Variety,Website,Northeast,2,14.99,5.25,0.15,25.48,10.5,14.98
PF-105996,2024-02-23,PulseFuel Variety Sample Pack,Sample Pack,Variety,Website,Northeast,3,14.99,5.25,0.0,44.97,15.75,29.22
PF-105997,2024-10-01,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,West,3,41.99,17.8,0.1,113.37,53.4,59.97
PF-105998,2024-12-08,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Website,South,4,24.99,9.5,0.05,94.96,38.0,56.96
PF-105999,2024-08-26,PulseFuel Mango Pump,Pump Formula,Mango,Amazon,Midwest,2,39.99,16.25,0.1,71.98,32.5,39.48
PF-106000,2025-02-20,PulseFuel Variety Sample Pack,Sample Pack,Variety,Retail,South,2,14.99,5.25,0.0,29.98,10.5,19.48
PF-106001,2024-08-22,PulseFuel Mango Pump,Pump Formula,Mango,Website,West,3,39.99,16.25,0.0,119.97,48.75,71.22
PF-106002,2024-08-04,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Website,West,2,38.99,15.9,0.0,77.98,31.8,46.18
PF-106003,2024-11-14,PulseFuel Mango Pump,Pump Formula,Mango,Amazon,Midwest,4,39.99,16.25,0.05,151.96,65.0,86.96
PF-106004,2025-10-03,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,Midwest,2,43.99,19.1,0.0,87.98,38.2,49.78
PF-106005,2025-09-20,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Retail,Northeast,5,43.99,19.1,0.03,213.35,95.5,117.85
PF-106006,2024-08-09,PulseFuel Variety Sample Pack,Sample Pack,Variety,Retail,West,1,14.99,5.25,0.05,14.24,5.25,8.99
PF-106007,2024-06-07,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,Midwest,4,41.99,17.8,0.05,159.56,71.2,88.36
PF-106008,2025-07-27,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Retail,South,7,24.99,9.5,0.03,169.68,66.5,103.18
PF-106009,2025-11-08,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Amazon,West,4,41.99,17.8,0.1,151.16,71.2,79.96
PF-106010,2025-02-01,PulseFuel Mango Pump,Pump Formula,Mango,Amazon,South,4,39.99,16.25,0.0,159.96,65.0,94.96
PF-106011,2024-09-04,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,Northeast,3,41.99,17.8,0.15,107.07,53.4,53.67
PF-106012,2025-09-15,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Retail,South,5,43.99,19.1,0.03,213.35,95.5,117.85
PF-106013,2025-01-07,PulseFuel Mango Pump,Pump Formula,Mango,Website,West,5,39.99,16.25,0.1,179.95,81.25,98.7
PF-106014,2025-04-18,PulseFuel Mango Pump,Pump Formula,Mango,Website,Midwest,1,39.99,16.25,0.15,33.99,16.25,17.74
PF-106015,2024-05-19,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,West,2,41.99,17.8,0.05,79.78,35.6,44.18
PF-106016,2025-01-14,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Website,South,9,38.99,15.9,0.15,298.27,143.1,155.17
PF-106017,2024-01-16,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,West,7,42.99,18.5,0.1,270.84,129.5,141.34
PF-106018,2025-01-04,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Retail,Northeast,8,43.99,19.1,0.05,334.32,152.8,181.52
PF-106019,2024-08-31,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,Midwest,4,41.99,17.8,0.0,167.96,71.2,96.76
PF-106020,2025-07-07,PulseFuel Variety Sample Pack,Sample Pack,Variety,Website,Midwest,5,14.99,5.25,0.05,71.2,26.25,44.95
PF-106021,2025-01-05,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Amazon,West,1,41.99,17.8,0.0,41.99,17.8,24.19
PF-106022,2024-12-03,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Retail,South,3,42.99,18.5,0.0,128.97,55.5,73.47
PF-106023,2024-01-08,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,West,4,42.99,18.5,0.0,171.96,74.0,97.96
PF-106024,2025-11-14,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Website,West,4,38.99,15.9,0.15,132.57,63.6,68.97
PF-106025,2024-03-16,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Retail,South,2,43.99,19.1,0.05,83.58,38.2,45.38
PF-106026,2024-09-21,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Retail,Midwest,6,38.99,15.9,0.05,222.24,95.4,126.84
PF-106027,2025-06-10,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Retail,West,10,42.99,18.5,0.0,429.9,185.0,244.9
PF-106028,2024-02-18,PulseFuel Mango Pump,Pump Formula,Mango,Amazon,Northeast,4,39.99,16.25,0.0,159.96,65.0,94.96
PF-106029,2025-06-27,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Amazon,South,4,24.99,9.5,0.1,89.96,38.0,51.96
PF-106030,2025-10-01,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Amazon,West,5,42.99,18.5,0.1,193.46,92.5,100.96
PF-106031,2025-07-28,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Website,Northeast,2,24.99,9.5,0.05,47.48,19.0,28.48
PF-106032,2024-03-16,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Amazon,South,1,42.99,18.5,0.05,40.84,18.5,22.34
PF-106033,2025-11-23,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Retail,West,3,24.99,9.5,0.0,74.97,28.5,46.47
PF-106034,2025-10-05,PulseFuel Variety Sample Pack,Sample Pack,Variety,Retail,West,3,14.99,5.25,0.03,43.62,15.75,27.87
PF-106035,2025-03-05,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,West,1,42.99,18.5,0.05,40.84,18.5,22.34
PF-106036,2024-05-23,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,Northeast,4,42.99,18.5,0.15,146.17,74.0,72.17
PF-106037,2024-10-21,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,Midwest,1,42.99,18.5,0.05,40.84,18.5,22.34
PF-106038,2024-01-30,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,West,3,42.99,18.5,0.15,109.62,55.5,54.12
PF-106039,2025-09-14,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Amazon,South,1,41.99,17.8,0.1,37.79,17.8,19.99
PF-106040,2025-09-16,PulseFuel Mango Pump,Pump Formula,Mango,Website,South,3,39.99,16.25,0.1,107.97,48.75,59.22
PF-106041,2024-01-16,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Website,West,3,24.99,9.5,0.0,74.97,28.5,46.47
PF-106042,2025-12-31,PulseFuel Mango Pump,Pump Formula,Mango,Website,Northeast,2,39.99,16.25,0.1,71.98,32.5,39.48
PF-106043,2024-05-23,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Amazon,West,1,38.99,15.9,0.1,35.09,15.9,19.19
PF-106044,2025-02-15,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Retail,Northeast,1,24.99,9.5,0.05,23.74,9.5,14.24
PF-106045,2024-09-03,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,West,2,43.99,19.1,0.1,79.18,38.2,40.98
PF-106046,2024-06-18,PulseFuel Variety Sample Pack,Sample Pack,Variety,Website,West,1,14.99,5.25,0.15,12.74,5.25,7.49
PF-106047,2024-09-20,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Amazon,South,8,41.99,17.8,0.0,335.92,142.4,193.52
PF-106048,2025-10-06,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Amazon,Midwest,2,43.99,19.1,0.1,79.18,38.2,40.98
PF-106049,2024-04-25,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Retail,Northeast,5,24.99,9.5,0.0,124.95,47.5,77.45
PF-106050,2024-08-14,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,Midwest,3,42.99,18.5,0.0,128.97,55.5,73.47
PF-106051,2024-11-24,PulseFuel Mango Pump,Pump Formula,Mango,Website,West,6,39.99,16.25,0.1,215.95,97.5,118.45
PF-106052,2025-12-20,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Amazon,West,3,41.99,17.8,0.0,125.97,53.4,72.57
PF-106053,2025-10-17,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Amazon,Northeast,3,24.99,9.5,0.05,71.22,28.5,42.72
PF-106054,2025-06-27,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Amazon,Northeast,4,43.99,19.1,0.05,167.16,76.4,90.76
PF-106055,2025-08-13,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,Midwest,5,42.99,18.5,0.1,193.46,92.5,100.96
PF-106056,2025-02-03,PulseFuel Variety Sample Pack,Sample Pack,Variety,Website,Northeast,2,14.99,5.25,0.05,28.48,10.5,17.98
PF-106057,2025-02-10,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,Northeast,3,43.99,19.1,0.1,118.77,57.3,61.47
PF-106058,2025-06-04,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Amazon,Northeast,5,41.99,17.8,0.1,188.96,89.0,99.96
PF-106059,2024-11-23,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Amazon,Midwest,7,41.99,17.8,0.05,279.23,124.6,154.63
PF-106060,2025-04-24,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Amazon,West,2,38.99,15.9,0.1,70.18,31.8,38.38
PF-106061,2024-07-19,PulseFuel Mango Pump,Pump Formula,Mango,Website,South,4,39.99,16.25,0.1,143.96,65.0,78.96
PF-106062,2024-12-20,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Retail,West,1,42.99,18.5,0.03,41.7,18.5,23.2
PF-106063,2025-04-07,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,Northeast,4,41.99,17.8,0.05,159.56,71.2,88.36
PF-106064,2025-02-04,PulseFuel Variety Sample Pack,Sample Pack,Variety,Website,Northeast,4,14.99,5.25,0.15,50.97,21.0,29.97
PF-106065,2024-05-31,PulseFuel Variety Sample Pack,Sample Pack,Variety,Website,Midwest,1,14.99,5.25,0.15,12.74,5.25,7.49
PF-106066,2024-04-16,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,Midwest,2,42.99,18.5,0.05,81.68,37.0,44.68
PF-106067,2024-07-29,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Amazon,Midwest,1,41.99,17.8,0.05,39.89,17.8,22.09
PF-106068,2025-02-11,PulseFuel Variety Sample Pack,Sample Pack,Variety,Website,West,1,14.99,5.25,0.05,14.24,5.25,8.99
PF-106069,2025-08-14,PulseFuel Variety Sample Pack,Sample Pack,Variety,Amazon,West,2,14.99,5.25,0.1,26.98,10.5,16.48
PF-106070,2024-05-22,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,West,5,43.99,19.1,0.05,208.95,95.5,113.45
PF-106071,2024-04-23,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,Midwest,3,42.99,18.5,0.05,122.52,55.5,67.02
PF-106072,2024-03-26,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,Midwest,6,42.99,18.5,0.1,232.15,111.0,121.15
PF-106073,2024-10-24,PulseFuel Mango Pump,Pump Formula,Mango,Website,Northeast,3,39.99,16.25,0.05,113.97,48.75,65.22
PF-106074,2024-01-07,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,Northeast,4,42.99,18.5,0.1,154.76,74.0,80.76
PF-106075,2024-05-21,PulseFuel Mango Pump,Pump Formula,Mango,Website,Midwest,4,39.99,16.25,0.15,135.97,65.0,70.97
PF-106076,2025-11-29,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Website,Midwest,2,38.99,15.9,0.05,74.08,31.8,42.28
PF-106077,2025-10-06,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,Midwest,3,43.99,19.1,0.1,118.77,57.3,61.47
PF-106078,2024-12-27,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Amazon,Northeast,2,41.99,17.8,0.05,79.78,35.6,44.18
PF-106079,2024-03-23,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,South,1,42.99,18.5,0.1,38.69,18.5,20.19
PF-106080,2025-12-28,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,Northeast,6,42.99,18.5,0.0,257.94,111.0,146.94
PF-106081,2024-01-14,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,South,3,41.99,17.8,0.05,119.67,53.4,66.27
PF-106082,2024-09-03,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,Midwest,4,41.99,17.8,0.05,159.56,71.2,88.36
PF-106083,2024-01-03,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Website,South,3,38.99,15.9,0.05,111.12,47.7,63.42
PF-106084,2025-10-17,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Retail,South,3,41.99,17.8,0.0,125.97,53.4,72.57
PF-106085,2025-08-11,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,Midwest,3,42.99,18.5,0.0,128.97,55.5,73.47
PF-106086,2025-09-12,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,South,2,42.99,18.5,0.0,85.98,37.0,48.98
PF-106087,2025-03-08,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Amazon,Midwest,3,24.99,9.5,0.1,67.47,28.5,38.97
PF-106088,2025-04-27,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Website,South,1,38.99,15.9,0.0,38.99,15.9,23.09
PF-106089,2024-09-17,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Retail,Northeast,3,41.99,17.8,0.0,125.97,53.4,72.57
PF-106090,2025-02-02,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,Midwest,2,42.99,18.5,0.0,85.98,37.0,48.98
PF-106091,2024-02-01,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Website,West,2,38.99,15.9,0.1,70.18,31.8,38.38
PF-106092,2025-07-19,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,Midwest,1,42.99,18.5,0.15,36.54,18.5,18.04
PF-106093,2025-02-20,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Amazon,South,4,41.99,17.8,0.1,151.16,71.2,79.96
PF-106094,2024-06-23,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Amazon,South,2,43.99,19.1,0.0,87.98,38.2,49.78
PF-106095,2025-01-02,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Retail,Midwest,4,42.99,18.5,0.03,166.8,74.0,92.8
PF-106096,2025-09-22,PulseFuel Mango Pump,Pump Formula,Mango,Amazon,Northeast,2,39.99,16.25,0.1,71.98,32.5,39.48
PF-106097,2024-07-18,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Retail,Midwest,7,42.99,18.5,0.03,291.9,129.5,162.4
PF-106098,2024-06-12,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Amazon,Northeast,2,38.99,15.9,0.1,70.18,31.8,38.38
PF-106099,2024-02-19,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Retail,Northeast,5,41.99,17.8,0.03,203.65,89.0,114.65
PF-106100,2025-10-25,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,South,2,43.99,19.1,0.1,79.18,38.2,40.98
PF-106101,2024-02-28,PulseFuel Variety Sample Pack,Sample Pack,Variety,Retail,South,1,14.99,5.25,0.03,14.54,5.25,9.29
PF-106102,2024-06-27,PulseFuel Variety Sample Pack,Sample Pack,Variety,Amazon,Midwest,5,14.99,5.25,0.1,67.45,26.25,41.2
PF-106103,2025-01-07,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,Northeast,5,42.99,18.5,0.1,193.46,92.5,100.96
PF-106104,2024-06-11,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Website,Midwest,4,24.99,9.5,0.05,94.96,38.0,56.96
PF-106105,2025-04-19,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Amazon,Midwest,4,43.99,19.1,0.05,167.16,76.4,90.76
PF-106106,2024-02-11,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Retail,South,3,41.99,17.8,0.05,119.67,53.4,66.27
PF-106107,2024-01-20,PulseFuel Variety Sample Pack,Sample Pack,Variety,Website,West,4,14.99,5.25,0.1,53.96,21.0,32.96
PF-106108,2025-06-30,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Amazon,Midwest,2,24.99,9.5,0.1,44.98,19.0,25.98
PF-106109,2025-04-27,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Amazon,Northeast,3,42.99,18.5,0.05,122.52,55.5,67.02
PF-106110,2024-05-14,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Retail,Northeast,5,42.99,18.5,0.05,204.2,92.5,111.7
PF-106111,2024-12-02,PulseFuel Variety Sample Pack,Sample Pack,Variety,Amazon,Midwest,2,14.99,5.25,0.05,28.48,10.5,17.98
PF-106112,2025-09-02,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Website,Midwest,3,24.99,9.5,0.1,67.47,28.5,38.97
PF-106113,2025-07-31,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,South,4,43.99,19.1,0.0,175.96,76.4,99.56
PF-106114,2024-04-19,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Amazon,West,3,38.99,15.9,0.1,105.27,47.7,57.57
PF-106115,2024-08-16,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,South,3,42.99,18.5,0.15,109.62,55.5,54.12
PF-106116,2024-05-26,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,West,2,43.99,19.1,0.0,87.98,38.2,49.78
PF-106117,2024-03-30,PulseFuel Variety Sample Pack,Sample Pack,Variety,Website,Midwest,3,14.99,5.25,0.1,40.47,15.75,24.72
PF-106118,2025-06-27,PulseFuel Mango Pump,Pump Formula,Mango,Retail,Northeast,1,39.99,16.25,0.0,39.99,16.25,23.74
PF-106119,2024-12-22,PulseFuel Mango Pump,Pump Formula,Mango,Retail,Northeast,4,39.99,16.25,0.0,159.96,65.0,94.96
PF-106120,2024-07-25,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Amazon,West,5,41.99,17.8,0.0,209.95,89.0,120.95
PF-106121,2024-01-08,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Website,South,3,24.99,9.5,0.0,74.97,28.5,46.47
PF-106122,2024-05-13,PulseFuel Mango Pump,Pump Formula,Mango,Amazon,West,5,39.99,16.25,0.1,179.95,81.25,98.7
PF-106123,2025-09-24,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Website,West,7,38.99,15.9,0.15,231.99,111.3,120.69
PF-106124,2024-10-14,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,Northeast,5,43.99,19.1,0.05,208.95,95.5,113.45
PF-106125,2025-08-08,PulseFuel Mango Pump,Pump Formula,Mango,Amazon,Midwest,2,39.99,16.25,0.1,71.98,32.5,39.48
PF-106126,2024-05-09,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Amazon,West,2,43.99,19.1,0.1,79.18,38.2,40.98
PF-106127,2025-02-07,PulseFuel Variety Sample Pack,Sample Pack,Variety,Retail,West,1,14.99,5.25,0.0,14.99,5.25,9.74
PF-106128,2024-08-04,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,Midwest,1,43.99,19.1,0.1,39.59,19.1,20.49
PF-106129,2024-05-29,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Amazon,West,4,43.99,19.1,0.1,158.36,76.4,81.96
PF-106130,2025-09-21,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Amazon,Northeast,2,43.99,19.1,0.05,83.58,38.2,45.38
PF-106131,2024-08-28,PulseFuel Variety Sample Pack,Sample Pack,Variety,Website,Midwest,3,14.99,5.25,0.0,44.97,15.75,29.22
PF-106132,2025-12-29,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Amazon,Midwest,7,24.99,9.5,0.05,166.18,66.5,99.68
PF-106133,2024-08-30,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,Midwest,6,43.99,19.1,0.1,237.55,114.6,122.95
PF-106134,2024-10-10,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Amazon,Midwest,3,41.99,17.8,0.05,119.67,53.4,66.27
PF-106135,2024-11-13,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Retail,Northeast,4,41.99,17.8,0.03,162.92,71.2,91.72
PF-106136,2025-08-18,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Website,South,3,24.99,9.5,0.15,63.72,28.5,35.22
PF-106137,2025-10-17,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Website,Midwest,3,38.99,15.9,0.1,105.27,47.7,57.57
PF-106138,2025-04-07,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Retail,Northeast,1,24.99,9.5,0.03,24.24,9.5,14.74
PF-106139,2024-02-01,PulseFuel Variety Sample Pack,Sample Pack,Variety,Amazon,South,3,14.99,5.25,0.1,40.47,15.75,24.72
PF-106140,2025-10-29,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Website,Midwest,2,24.99,9.5,0.1,44.98,19.0,25.98
PF-106141,2025-10-03,PulseFuel Mango Pump,Pump Formula,Mango,Retail,Midwest,5,39.99,16.25,0.03,193.95,81.25,112.7
PF-106142,2025-09-12,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Amazon,South,1,38.99,15.9,0.1,35.09,15.9,19.19
PF-106143,2024-11-17,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Amazon,West,6,43.99,19.1,0.05,250.74,114.6,136.14
PF-106144,2024-12-03,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Retail,Midwest,8,43.99,19.1,0.03,341.36,152.8,188.56
PF-106145,2025-05-03,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Retail,Northeast,5,43.99,19.1,0.03,213.35,95.5,117.85
PF-106146,2025-11-24,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Retail,Midwest,3,42.99,18.5,0.0,128.97,55.5,73.47
PF-106147,2025-03-29,PulseFuel Mango Pump,Pump Formula,Mango,Website,Midwest,3,39.99,16.25,0.15,101.97,48.75,53.22
PF-106148,2025-04-21,PulseFuel Variety Sample Pack,Sample Pack,Variety,Website,West,2,14.99,5.25,0.05,28.48,10.5,17.98
PF-106149,2024-11-19,PulseFuel Mango Pump,Pump Formula,Mango,Amazon,Northeast,3,39.99,16.25,0.1,107.97,48.75,59.22
PF-106150,2025-07-01,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Amazon,Northeast,4,41.99,17.8,0.0,167.96,71.2,96.76
PF-106151,2025-12-29,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,Northeast,3,43.99,19.1,0.05,125.37,57.3,68.07
PF-106152,2025-02-22,PulseFuel Mango Pump,Pump Formula,Mango,Amazon,Northeast,3,39.99,16.25,0.1,107.97,48.75,59.22
PF-106153,2024-12-07,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Website,Northeast,4,38.99,15.9,0.0,155.96,63.6,92.36
PF-106154,2024-05-21,PulseFuel Variety Sample Pack,Sample Pack,Variety,Amazon,South,4,14.99,5.25,0.0,59.96,21.0,38.96
